maintenance_id,truck_id,maintenance_date,maintenance_type,odometer_reading,labor_hours,labor_cost,parts_cost,total_cost,facility_location,downtime_hours,service_description
MAINT00000217,TRK00061,2022-03-24,Tire,174726,0.8,84.94,2221.78,2306.72,Los Angeles,30.1,Emergency Tire
MAINT00000218,TRK00109,2022-03-25,Brake,532660,7.0,779.65,1751.76,2531.41,Detroit,27.0,Scheduled Brake
MAINT00000219,TRK00099,2022-03-25,Brake,117357,3.0,294.29,3491.45,3785.74,Phoenix,4.2,Emergency Brake
MAINT00000220,TRK00104,2022-03-25,Engine,684216,7.5,691.72,136.49,828.21,Columbus,13.7,Routine Engine
MAINT00000221,TRK00081,2022-03-26,Engine,67184,6.8,590.09,2953.97,3544.06,Los Angeles,37.1,Scheduled Engine
MAINT00000222,TRK00017,2022-03-27,Engine,410440,1.9,235.17,3054.63,3289.8,Dallas,45.9,Emergency Engine
MAINT00000223,TRK00012,2022-03-27,Tire,179667,2.9,334.36,232.6,566.96,Philadelphia,14.7,Scheduled Tire
MAINT00000224,TRK00044,2022-03-28,Transmission,365397,1.9,201.06,1454.39,1655.45,Atlanta,38.2,Routine Transmission
MAINT00000225,TRK00102,2022-03-29,Inspection,542231,2.8,347.1,128.77,475.87,Milwaukee,28.0,Scheduled Inspection
MAINT00000226,TRK00028,2022-03-29,Tire,193088,5.4,639.37,2012.52,2651.89,Chicago,12.6,Scheduled Tire
MAINT00000227,TRK00027,2022-03-30,Brake,209543,6.6,786.73,3019.49,3806.22,Nashville,28.1,Scheduled Brake
MAINT00000228,TRK00118,2022-03-30,Brake,530822,2.1,199.72,457.87,657.59,Chicago,13.7,Scheduled Brake
MAINT00000229,TRK00033,2022-03-30,Engine,584606,2.0,182.51,1899.01,2081.52,Houston,34.6,Emergency Engine
MAINT00000230,TRK00032,2022-03-31,Brake,576724,5.9,678.74,2355.7,3034.44,Nashville,47.8,Scheduled Brake
MAINT00000231,TRK00035,2022-03-31,Transmission,713770,3.3,326.8,3106.23,3433.03,New York,14.6,Scheduled Transmission
MAINT00000232,TRK00013,2022-04-01,Transmission,487129,5.1,480.23,1335.33,1815.56,Houston,19.0,Scheduled Transmission
MAINT00000233,TRK00063,2022-04-01,Inspection,673494,6.7,654.73,14.98,669.71,Oklahoma City,27.2,Routine Inspection
MAINT00000234,TRK00044,2022-04-01,Inspection,307041,7.7,906.26,49.43,955.69,Omaha,38.8,Emergency Inspection
MAINT00000235,TRK00080,2022-04-01,Preventive,709737,4.7,447.99,3123.89,3571.88,Houston,11.9,Scheduled Preventive
MAINT00000236,TRK00110,2022-04-01,Engine,185672,8.0,775.0,267.05,1042.05,Las Vegas,36.4,Emergency Engine
MAINT00000237,TRK00057,2022-04-01,Brake,557365,6.3,663.96,3394.89,4058.85,Charlotte,16.8,Routine Brake
MAINT00000238,TRK00041,2022-04-02,Preventive,715737,1.8,175.18,3174.24,3349.42,Memphis,27.5,Emergency Preventive
MAINT00000239,TRK00080,2022-04-02,Inspection,62690,3.4,324.98,135.59,460.57,Chicago,34.2,Scheduled Inspection
MAINT00000240,TRK00034,2022-04-02,Repair,716279,6.9,831.65,2194.02,3025.67,Las Vegas,37.5,Routine Repair
MAINT00000241,TRK00021,2022-04-02,Inspection,386177,5.5,487.33,39.15,526.48,Kansas City,28.8,Emergency Inspection
MAINT00000242,TRK00076,2022-04-02,Preventive,449314,6.5,685.6,1074.62,1760.22,Chicago,35.5,Routine Preventive
MAINT00000243,TRK00034,2022-04-03,Tire,447629,5.3,529.13,3166.38,3695.51,Miami,30.2,Scheduled Tire
MAINT00000244,TRK00001,2022-04-04,Inspection,338237,2.5,286.79,4.55,291.34,Phoenix,27.5,Routine Inspection
MAINT00000245,TRK00004,2022-04-04,Brake,725557,6.0,679.51,193.29,872.8,Indianapolis,5.5,Scheduled Brake
MAINT00000246,TRK00077,2022-04-04,Inspection,72993,3.6,428.8,40.11,468.91,Columbus,14.7,Scheduled Inspection
MAINT00000247,TRK00039,2022-04-04,Brake,563160,0.8,71.31,2231.99,2303.3,Seattle,19.3,Scheduled Brake
MAINT00000248,TRK00105,2022-04-04,Inspection,628504,0.8,75.95,102.16,178.11,Minneapolis,2.8,Routine Inspection
MAINT00000249,TRK00018,2022-04-05,Preventive,650974,6.3,605.33,979.79,1585.12,Chicago,40.0,Scheduled Preventive
MAINT00000250,TRK00085,2022-04-05,Repair,588365,6.8,815.74,1938.95,2754.69,Oklahoma City,40.9,Routine Repair
MAINT00000251,TRK00018,2022-04-06,Inspection,570320,3.2,275.23,122.62,397.85,Detroit,2.4,Scheduled Inspection
MAINT00000252,TRK00056,2022-04-06,Repair,673889,0.6,71.09,3296.97,3368.06,Houston,23.0,Routine Repair
MAINT00000253,TRK00022,2022-04-06,Engine,401627,7.7,732.12,801.44,1533.56,Philadelphia,17.5,Routine Engine
MAINT00000254,TRK00072,2022-04-07,Tire,53804,7.0,822.85,302.43,1125.28,Portland,6.8,Scheduled Tire
MAINT00000255,TRK00001,2022-04-07,Brake,609138,0.6,55.46,3201.35,3256.81,Phoenix,44.3,Routine Brake
MAINT00000256,TRK00019,2022-04-07,Preventive,368143,0.7,67.63,3419.19,3486.82,Charlotte,2.3,Emergency Preventive
MAINT00000257,TRK00050,2022-04-07,Engine,81610,2.3,276.03,2820.19,3096.22,Atlanta,10.7,Routine Engine
MAINT00000258,TRK00078,2022-04-07,Brake,487434,4.1,394.81,1276.02,1670.83,Seattle,5.6,Emergency Brake
MAINT00000259,TRK00032,2022-04-08,Tire,642286,2.9,296.42,263.01,559.43,Dallas,17.5,Emergency Tire
MAINT00000260,TRK00118,2022-04-08,Tire,289782,1.5,183.84,689.09,872.93,Philadelphia,16.7,Emergency Tire
MAINT00000261,TRK00082,2022-04-08,Engine,194156,1.4,119.84,372.0,491.84,Los Angeles,19.8,Emergency Engine
MAINT00000262,TRK00086,2022-04-08,Inspection,357768,7.2,867.11,97.32,964.43,Kansas City,46.8,Scheduled Inspection
MAINT00000263,TRK00073,2022-04-09,Tire,368567,0.6,53.03,3197.6,3250.63,Oklahoma City,28.8,Routine Tire
MAINT00000264,TRK00026,2022-04-09,Brake,92307,5.2,491.53,3184.84,3676.37,Detroit,14.9,Routine Brake
MAINT00000265,TRK00081,2022-04-09,Repair,668685,1.7,166.95,706.96,873.91,Chicago,47.5,Routine Repair
MAINT00000266,TRK00004,2022-04-10,Engine,505751,2.5,292.9,169.2,462.1,Milwaukee,31.6,Scheduled Engine
MAINT00000267,TRK00054,2022-04-10,Brake,413476,0.6,58.25,303.57,361.82,Indianapolis,40.8,Routine Brake
MAINT00000268,TRK00073,2022-04-11,Tire,620980,4.6,416.71,1037.33,1454.04,Indianapolis,15.4,Routine Tire
MAINT00000269,TRK00077,2022-04-11,Engine,389597,3.3,381.66,3179.86,3561.52,Chicago,37.6,Emergency Engine
MAINT00000270,TRK00033,2022-04-12,Engine,260823,6.8,684.35,3299.24,3983.59,Oklahoma City,27.8,Routine Engine
MAINT00000271,TRK00024,2022-04-12,Preventive,177146,4.9,584.66,2567.63,3152.29,Philadelphia,4.3,Emergency Preventive
MAINT00000272,TRK00079,2022-04-12,Engine,342458,5.2,589.31,2011.83,2601.14,Atlanta,38.2,Emergency Engine
MAINT00000273,TRK00115,2022-04-12,Preventive,269659,1.0,99.47,500.69,600.16,Portland,15.6,Scheduled Preventive
MAINT00000274,TRK00064,2022-04-13,Repair,179061,4.2,467.22,2167.38,2634.6,Chicago,24.0,Emergency Repair
MAINT00000275,TRK00099,2022-04-13,Inspection,136591,2.5,242.78,88.3,331.08,Oklahoma City,39.3,Scheduled Inspection
MAINT00000276,TRK00024,2022-04-13,Preventive,253239,1.6,181.75,1655.39,1837.14,Kansas City,25.3,Emergency Preventive
MAINT00000277,TRK00099,2022-04-14,Tire,535601,6.9,849.41,2916.92,3766.33,Los Angeles,45.0,Routine Tire
MAINT00000278,TRK00060,2022-04-14,Inspection,676931,7.9,744.32,47.48,791.8,Atlanta,35.5,Routine Inspection
MAINT00000279,TRK00087,2022-04-14,Transmission,337156,4.6,399.23,2208.92,2608.15,Columbus,32.3,Scheduled Transmission
MAINT00000280,TRK00085,2022-04-14,Brake,716972,5.2,555.97,3242.19,3798.16,Salt Lake City,4.3,Scheduled Brake
MAINT00000281,TRK00094,2022-04-14,Transmission,731052,1.7,169.16,1294.0,1463.16,Indianapolis,25.9,Emergency Transmission
MAINT00000282,TRK00111,2022-04-14,Preventive,277003,5.5,654.4,2951.06,3605.46,Indianapolis,5.1,Emergency Preventive
MAINT00000283,TRK00073,2022-04-15,Tire,407407,6.0,715.01,987.35,1702.36,Phoenix,46.8,Emergency Tire
MAINT00000284,TRK00013,2022-04-15,Repair,188890,4.3,388.19,2315.01,2703.2,Denver,2.9,Emergency Repair
MAINT00000285,TRK00092,2022-04-16,Inspection,92386,6.0,519.31,85.77,605.08,Portland,20.3,Routine Inspection
MAINT00000286,TRK00113,2022-04-16,Transmission,275140,4.8,443.54,2637.6,3081.14,Milwaukee,32.0,Scheduled Transmission
MAINT00000287,TRK00089,2022-04-16,Engine,584444,5.0,549.98,2375.99,2925.97,Columbus,46.4,Scheduled Engine
MAINT00000288,TRK00065,2022-04-16,Tire,119254,3.9,413.7,713.33,1127.03,Memphis,31.0,Emergency Tire
MAINT00000289,TRK00018,2022-04-16,Preventive,131450,6.2,668.73,257.7,926.43,Los Angeles,23.4,Routine Preventive
MAINT00000290,TRK00115,2022-04-17,Engine,479192,3.5,385.15,340.01,725.16,Salt Lake City,45.9,Routine Engine
MAINT00000291,TRK00042,2022-04-17,Tire,701541,3.4,350.83,2166.26,2517.09,Nashville,28.2,Emergency Tire
MAINT00000292,TRK00042,2022-04-17,Repair,483464,7.2,839.29,1911.27,2750.56,Nashville,11.7,Emergency Repair
MAINT00000293,TRK00099,2022-04-18,Preventive,189349,4.2,367.91,703.9,1071.81,Salt Lake City,25.4,Scheduled Preventive
MAINT00000294,TRK00012,2022-04-18,Transmission,155159,2.6,293.26,1879.51,2172.77,Atlanta,43.2,Emergency Transmission
MAINT00000295,TRK00009,2022-04-19,Engine,350561,4.5,386.85,2023.66,2410.51,Kansas City,13.1,Routine Engine
MAINT00000296,TRK00077,2022-04-19,Repair,543405,7.2,726.7,1164.31,1891.01,New York,38.8,Emergency Repair
MAINT00000297,TRK00002,2022-04-19,Tire,540386,5.8,681.88,3046.14,3728.02,Portland,8.0,Routine Tire
MAINT00000298,TRK00038,2022-04-19,Repair,537421,3.7,347.12,2133.97,2481.09,Miami,8.4,Scheduled Repair
MAINT00000299,TRK00097,2022-04-20,Repair,512913,4.9,440.64,729.08,1169.72,Los Angeles,7.8,Scheduled Repair
MAINT00000300,TRK00045,2022-04-20,Preventive,659751,0.5,52.82,3454.5,3507.32,Philadelphia,25.4,Emergency Preventive
MAINT00000301,TRK00020,2022-04-20,Inspection,54531,3.7,318.6,123.45,442.05,Atlanta,30.9,Routine Inspection
MAINT00000302,TRK00102,2022-04-20,Inspection,697623,2.9,309.39,146.7,456.09,Chicago,32.6,Scheduled Inspection
MAINT00000303,TRK00054,2022-04-21,Preventive,202227,3.5,342.22,3254.86,3597.08,Salt Lake City,18.5,Routine Preventive
MAINT00000304,TRK00088,2022-04-22,Preventive,657444,5.7,638.47,1705.56,2344.03,Omaha,22.0,Scheduled Preventive
MAINT00000305,TRK00120,2022-04-22,Tire,574594,0.6,74.9,2537.77,2612.67,Houston,40.0,Routine Tire
MAINT00000306,TRK00075,2022-04-23,Preventive,579357,2.4,212.65,3435.9,3648.55,Atlanta,13.0,Emergency Preventive
MAINT00000307,TRK00023,2022-04-23,Transmission,624651,5.4,573.97,613.06,1187.03,Omaha,3.1,Scheduled Transmission
MAINT00000308,TRK00064,2022-04-24,Engine,598548,4.2,384.31,2999.59,3383.9,Houston,6.3,Scheduled Engine
MAINT00000309,TRK00052,2022-04-24,Engine,283473,2.0,177.92,2665.76,2843.68,Nashville,39.0,Emergency Engine
MAINT00000310,TRK00025,2022-04-24,Tire,99529,7.1,877.67,3146.87,4024.54,Oklahoma City,21.4,Scheduled Tire
MAINT00000311,TRK00030,2022-04-25,Tire,401407,6.0,687.77,2993.52,3681.29,Oklahoma City,41.0,Emergency Tire
MAINT00000312,TRK00037,2022-04-25,Brake,367898,4.7,535.87,1905.17,2441.04,Chicago,16.0,Routine Brake
MAINT00000313,TRK00045,2022-04-25,Transmission,322946,2.5,256.31,2472.59,2728.9,Salt Lake City,31.3,Scheduled Transmission
MAINT00000314,TRK00075,2022-04-26,Transmission,409806,2.3,257.23,1772.49,2029.72,Las Vegas,9.6,Emergency Transmission
MAINT00000315,TRK00032,2022-04-26,Transmission,277156,1.8,224.55,2567.41,2791.96,Indianapolis,32.9,Emergency Transmission
MAINT00000316,TRK00053,2022-04-26,Engine,678052,2.3,210.94,695.25,906.19,Oklahoma City,24.1,Emergency Engine
MAINT00000317,TRK00103,2022-04-26,Inspection,582398,3.0,329.47,5.36,334.83,Atlanta,38.6,Scheduled Inspection
MAINT00000318,TRK00064,2022-04-27,Preventive,654447,5.7,704.99,1099.47,1804.46,Philadelphia,46.8,Emergency Preventive
MAINT00000319,TRK00048,2022-04-27,Preventive,262310,0.9,91.3,3276.22,3367.52,Minneapolis,36.6,Scheduled Preventive
MAINT00000320,TRK00107,2022-04-27,Brake,343541,7.1,826.89,945.03,1771.92,Kansas City,9.3,Emergency Brake
MAINT00000321,TRK00041,2022-04-27,Tire,72136,3.5,367.46,2709.94,3077.4,Oklahoma City,25.5,Routine Tire
MAINT00000322,TRK00072,2022-04-28,Transmission,664105,3.2,355.63,3463.37,3819.0,Houston,45.1,Emergency Transmission
MAINT00000323,TRK00087,2022-04-28,Repair,376356,2.1,242.35,1716.28,1958.63,Portland,30.8,Routine Repair
MAINT00000324,TRK00108,2022-04-28,Inspection,109884,8.0,844.59,16.26,860.85,Phoenix,38.3,Emergency Inspection
MAINT00000325,TRK00032,2022-04-28,Engine,237377,0.8,72.82,3485.02,3557.84,New York,41.8,Scheduled Engine
MAINT00000326,TRK00072,2022-04-29,Repair,576120,2.3,232.12,579.03,811.15,Los Angeles,6.8,Scheduled Repair
MAINT00000327,TRK00048,2022-04-29,Inspection,459687,1.6,138.93,73.6,212.53,Oklahoma City,20.0,Scheduled Inspection
MAINT00000328,TRK00102,2022-04-29,Engine,586858,3.2,318.17,1164.4,1482.57,Portland,3.6,Scheduled Engine
MAINT00000329,TRK00014,2022-04-29,Inspection,94665,6.5,645.32,84.25,729.57,Columbus,43.3,Scheduled Inspection
MAINT00000330,TRK00046,2022-04-30,Repair,730087,6.5,589.95,2517.75,3107.7,Phoenix,33.3,Emergency Repair
MAINT00000331,TRK00023,2022-04-30,Inspection,488448,7.6,859.82,48.04,907.86,Indianapolis,31.9,Scheduled Inspection
MAINT00000332,TRK00069,2022-04-30,Preventive,700141,7.2,654.11,230.73,884.84,Los Angeles,34.7,Scheduled Preventive
MAINT00000333,TRK00061,2022-04-30,Repair,678529,5.9,549.41,1074.21,1623.62,Oklahoma City,16.5,Routine Repair
MAINT00000334,TRK00047,2022-05-02,Preventive,91359,6.9,671.02,2088.83,2759.85,Chicago,8.0,Emergency Preventive
MAINT00000335,TRK00054,2022-05-03,Engine,599064,3.3,392.0,3047.84,3439.84,Charlotte,17.1,Routine Engine
MAINT00000336,TRK00086,2022-05-03,Tire,226723,6.5,775.66,3233.35,4009.01,New York,35.0,Scheduled Tire
MAINT00000337,TRK00076,2022-05-03,Tire,733671,1.3,132.07,176.52,308.59,Oklahoma City,23.5,Scheduled Tire
MAINT00000338,TRK00089,2022-05-03,Brake,644387,4.4,406.37,649.71,1056.08,Omaha,42.9,Emergency Brake
MAINT00000339,TRK00090,2022-05-03,Inspection,347092,0.7,79.11,119.05,198.16,Omaha,24.3,Emergency Inspection
MAINT00000340,TRK00046,2022-05-03,Repair,175948,4.6,562.42,2356.01,2918.43,Kansas City,41.6,Emergency Repair
MAINT00000341,TRK00016,2022-05-03,Repair,578941,6.9,695.1,2203.82,2898.92,Dallas,31.6,Scheduled Repair
MAINT00000342,TRK00117,2022-05-04,Transmission,196130,1.3,146.87,1583.97,1730.84,Los Angeles,21.2,Routine Transmission
MAINT00000343,TRK00098,2022-05-04,Preventive,152597,7.0,803.1,1684.12,2487.22,Philadelphia,12.6,Emergency Preventive
MAINT00000344,TRK00106,2022-05-05,Preventive,662463,7.0,755.98,1298.18,2054.16,Dallas,17.2,Scheduled Preventive
MAINT00000345,TRK00071,2022-05-05,Transmission,83949,2.1,225.93,1954.58,2180.51,Memphis,10.7,Emergency Transmission
MAINT00000346,TRK00077,2022-05-05,Transmission,696003,4.3,444.44,892.14,1336.58,Miami,35.7,Scheduled Transmission
MAINT00000347,TRK00011,2022-05-05,Repair,80913,4.5,551.72,547.78,1099.5,Houston,4.7,Emergency Repair
MAINT00000348,TRK00118,2022-05-05,Transmission,473374,4.2,494.04,2898.57,3392.61,Omaha,23.5,Emergency Transmission
MAINT00000349,TRK00072,2022-05-05,Inspection,318031,0.9,81.34,118.17,199.51,Seattle,40.9,Emergency Inspection
MAINT00000350,TRK00002,2022-05-06,Tire,673294,2.0,248.35,3187.79,3436.14,Los Angeles,41.6,Emergency Tire
MAINT00000351,TRK00066,2022-05-06,Inspection,627584,3.5,415.87,142.55,558.42,Kansas City,19.9,Routine Inspection
MAINT00000352,TRK00037,2022-05-07,Inspection,719673,1.9,180.65,35.77,216.42,Minneapolis,41.9,Routine Inspection
MAINT00000353,TRK00032,2022-05-07,Repair,52383,3.4,376.75,1775.75,2152.5,Minneapolis,20.3,Routine Repair
MAINT00000354,TRK00016,2022-05-08,Repair,192191,2.3,226.1,2482.05,2708.15,Charlotte,28.9,Routine Repair
MAINT00000355,TRK00052,2022-05-09,Tire,134678,5.8,600.23,2969.28,3569.51,Miami,25.1,Routine Tire
MAINT00000356,TRK00115,2022-05-09,Engine,136199,4.0,394.6,1087.29,1481.89,Salt Lake City,29.9,Emergency Engine
MAINT00000357,TRK00033,2022-05-10,Engine,486790,2.3,208.01,102.51,310.52,Houston,20.4,Scheduled Engine
MAINT00000358,TRK00034,2022-05-10,Tire,349969,1.4,170.51,443.6,614.11,New York,19.6,Routine Tire
MAINT00000359,TRK00009,2022-05-10,Inspection,508816,3.0,349.18,41.34,390.52,Philadelphia,32.9,Scheduled Inspection
MAINT00000360,TRK00003,2022-05-10,Engine,448849,2.1,200.6,2441.23,2641.83,Portland,26.7,Scheduled Engine
MAINT00000361,TRK00118,2022-05-10,Repair,160813,6.8,620.12,304.17,924.29,Las Vegas,34.8,Scheduled Repair
MAINT00000362,TRK00048,2022-05-11,Engine,328327,6.5,657.2,3347.35,4004.55,Oklahoma City,28.1,Scheduled Engine
MAINT00000363,TRK00005,2022-05-11,Repair,503605,7.4,689.97,639.82,1329.79,Dallas,31.3,Scheduled Repair
MAINT00000364,TRK00091,2022-05-12,Engine,461314,6.1,701.85,619.59,1321.44,Denver,6.8,Emergency Engine
MAINT00000365,TRK00069,2022-05-12,Transmission,699994,4.0,440.37,400.82,841.19,Houston,28.5,Emergency Transmission
MAINT00000366,TRK00001,2022-05-13,Preventive,59181,5.4,580.05,1389.37,1969.42,Columbus,43.9,Routine Preventive
MAINT00000367,TRK00039,2022-05-13,Repair,202554,2.8,248.16,611.9,860.06,Philadelphia,32.1,Emergency Repair
MAINT00000368,TRK00113,2022-05-13,Engine,618553,4.4,441.92,196.07,637.99,Phoenix,21.2,Emergency Engine
MAINT00000369,TRK00092,2022-05-14,Tire,345873,1.5,149.96,3251.49,3401.45,Charlotte,16.4,Routine Tire
MAINT00000370,TRK00030,2022-05-14,Preventive,492481,2.5,276.74,1772.24,2048.98,Houston,46.8,Emergency Preventive
MAINT00000371,TRK00095,2022-05-15,Tire,410212,7.2,769.68,1568.56,2338.24,Memphis,11.5,Emergency Tire
MAINT00000372,TRK00010,2022-05-15,Tire,488359,3.5,386.78,2957.28,3344.06,Miami,38.2,Scheduled Tire
MAINT00000373,TRK00046,2022-05-15,Engine,598796,1.6,136.32,2480.54,2616.86,Salt Lake City,32.5,Scheduled Engine
MAINT00000374,TRK00078,2022-05-15,Tire,221125,5.5,564.04,2143.38,2707.42,Omaha,32.0,Scheduled Tire
MAINT00000375,TRK00016,2022-05-16,Transmission,512134,0.5,61.81,1564.62,1626.43,Minneapolis,13.3,Emergency Transmission
MAINT00000376,TRK00012,2022-05-16,Preventive,680464,2.8,268.15,2979.13,3247.28,Houston,39.1,Routine Preventive
MAINT00000377,TRK00023,2022-05-17,Preventive,197976,1.7,203.78,3444.1,3647.88,Phoenix,29.9,Emergency Preventive
MAINT00000378,TRK00013,2022-05-17,Inspection,448636,4.1,419.01,95.31,514.32,Columbus,19.6,Routine Inspection
MAINT00000379,TRK00118,2022-05-18,Transmission,241636,3.8,406.86,1612.56,2019.42,New York,20.4,Routine Transmission
MAINT00000380,TRK00005,2022-05-18,Engine,155764,3.7,366.11,2215.43,2581.54,Charlotte,31.4,Scheduled Engine
MAINT00000381,TRK00032,2022-05-18,Engine,724306,2.0,237.53,881.97,1119.5,Memphis,34.2,Scheduled Engine
MAINT00000382,TRK00013,2022-05-19,Inspection,514760,3.0,318.37,83.98,402.35,Houston,21.3,Routine Inspection
MAINT00000383,TRK00002,2022-05-20,Brake,368803,2.7,274.42,3264.56,3538.98,Philadelphia,18.1,Routine Brake
MAINT00000384,TRK00073,2022-05-20,Brake,84619,1.2,137.97,3040.05,3178.02,Atlanta,15.3,Scheduled Brake
MAINT00000385,TRK00113,2022-05-20,Tire,138702,4.8,513.75,526.88,1040.63,New York,16.0,Routine Tire
MAINT00000386,TRK00053,2022-05-20,Inspection,367328,6.0,580.96,138.75,719.71,Seattle,8.4,Scheduled Inspection
MAINT00000387,TRK00065,2022-05-21,Tire,130016,5.3,566.19,2653.69,3219.88,Indianapolis,46.5,Routine Tire
MAINT00000388,TRK00016,2022-05-22,Preventive,432410,2.9,247.19,111.92,359.11,Charlotte,35.3,Routine Preventive
MAINT00000389,TRK00079,2022-05-23,Preventive,578905,7.9,823.43,1383.07,2206.5,Portland,22.1,Emergency Preventive
MAINT00000390,TRK00003,2022-05-23,Brake,623166,1.9,176.91,2946.51,3123.42,Omaha,10.5,Emergency Brake
MAINT00000391,TRK00070,2022-05-23,Engine,97444,6.3,760.11,666.53,1426.64,Philadelphia,5.0,Emergency Engine
MAINT00000392,TRK00052,2022-05-23,Preventive,297387,6.4,691.02,2343.87,3034.89,Milwaukee,29.2,Emergency Preventive
MAINT00000393,TRK00041,2022-05-24,Repair,580111,5.8,513.28,2192.6,2705.88,Denver,4.0,Routine Repair
MAINT00000394,TRK00117,2022-05-24,Tire,450456,3.7,409.33,415.03,824.36,Nashville,37.2,Routine Tire
MAINT00000395,TRK00090,2022-05-25,Tire,362233,5.2,450.99,3089.63,3540.62,Denver,8.7,Routine Tire
MAINT00000396,TRK00115,2022-05-25,Preventive,635410,5.4,655.85,3113.51,3769.36,Salt Lake City,12.9,Emergency Preventive
MAINT00000397,TRK00090,2022-05-26,Brake,380862,1.3,141.02,732.29,873.31,Miami,22.3,Routine Brake
MAINT00000398,TRK00091,2022-05-27,Transmission,709429,6.1,539.54,1867.52,2407.06,Philadelphia,2.7,Emergency Transmission
MAINT00000399,TRK00092,2022-05-28,Preventive,468547,7.3,770.75,1413.21,2183.96,Houston,7.2,Emergency Preventive
MAINT00000400,TRK00005,2022-05-28,Engine,122491,6.3,675.02,1811.56,2486.58,New York,8.4,Routine Engine
MAINT00000401,TRK00038,2022-05-28,Engine,126461,4.7,412.8,2601.13,3013.93,Houston,24.6,Scheduled Engine
MAINT00000402,TRK00031,2022-05-28,Inspection,488381,3.1,299.98,46.38,346.36,Phoenix,11.2,Scheduled Inspection
MAINT00000403,TRK00022,2022-05-28,Repair,500859,2.2,236.06,3100.3,3336.36,Memphis,38.1,Routine Repair
MAINT00000404,TRK00062,2022-05-29,Preventive,394261,5.1,537.52,255.55,793.07,Dallas,13.0,Routine Preventive
MAINT00000405,TRK00108,2022-05-29,Inspection,101479,2.8,279.05,102.02,381.07,Oklahoma City,13.3,Emergency Inspection
MAINT00000406,TRK00048,2022-05-30,Inspection,382963,3.9,368.13,89.31,457.44,Minneapolis,34.9,Routine Inspection
MAINT00000407,TRK00054,2022-05-30,Tire,518472,0.7,70.21,1151.28,1221.49,Houston,14.5,Emergency Tire
MAINT00000408,TRK00002,2022-05-31,Engine,411150,1.1,119.07,527.88,646.95,Oklahoma City,29.8,Scheduled Engine
MAINT00000409,TRK00097,2022-05-31,Preventive,745885,2.9,340.91,2924.45,3265.36,Atlanta,43.9,Routine Preventive
MAINT00000410,TRK00048,2022-05-31,Repair,395916,2.6,307.45,676.83,984.28,Miami,23.0,Scheduled Repair
MAINT00000411,TRK00039,2022-05-31,Repair,336154,0.6,56.72,2908.2,2964.92,Minneapolis,22.3,Emergency Repair
MAINT00000412,TRK00095,2022-05-31,Repair,77615,6.4,690.47,3055.27,3745.74,Philadelphia,22.2,Routine Repair
MAINT00000413,TRK00118,2022-06-01,Engine,533931,2.0,171.13,1868.74,2039.87,Chicago,9.1,Emergency Engine
MAINT00000414,TRK00029,2022-06-01,Transmission,467053,1.7,200.03,2042.54,2242.57,Los Angeles,12.4,Scheduled Transmission
MAINT00000415,TRK00063,2022-06-01,Engine,548547,7.7,948.91,758.88,1707.79,Los Angeles,34.3,Scheduled Engine
MAINT00000416,TRK00022,2022-06-01,Transmission,657090,5.3,516.41,449.75,966.16,Denver,46.2,Routine Transmission
MAINT00000417,TRK00103,2022-06-02,Repair,355593,2.6,286.07,1945.37,2231.44,Houston,30.1,Emergency Repair
